id,question,context,answer
55:46-78_143,ما هو وصف الحور العين؟,ولمن خاف مقام ربه جنتان. فبأي آلاء ربكما تكذبان. ذواتا أفنان. فبأي آلاء ربكما تكذبان. فيهما عينان تجريان. فبأي آلاء ربكما تكذبان. فيهما من كل فاكهة زوجان. فبأي آلاء ربكما تكذبان. متكئين على فرش بطائنها من إستبرق وجنى الجنتين دان. فبأي آلاء ربكما تكذبان. فيهن قاصرات الطرف لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. كأنهن الياقوت والمرجان. فبأي آلاء ربكما تكذبان. هل جزاء الإحسان إلا الإحسان. فبأي آلاء ربكما تكذبان. ومن دونهما جنتان. فبأي آلاء ربكما تكذبان. مدهامتان. فبأي آلاء ربكما تكذبان. فيهما عينان نضاختان. فبأي آلاء ربكما تكذبان. فيهما فاكهة ونخل ورمان. فبأي آلاء ربكما تكذبان. فيهن خيرات حسان. فبأي آلاء ربكما تكذبان. حور مقصورات في الخيام. فبأي آلاء ربكما تكذبان. لم يطمثهن إنس قبلهم ولا جان. فبأي آلاء ربكما تكذبان. متكئين على رفرف خضر وعبقري حسان. فبأي آلاء ربكما تكذبان. تبارك اسم ربك ذي الجلال والإكرام.,خيرات حسان
56:11-26_143,ما هو وصف الحور العين؟,أولئك المقربون. في جنات النعيم. ثلة من الأولين. وقليل من الآخرين. على سرر موضونة. متكئين عليها متقابلين. يطوف عليهم ولدان مخلدون. بأكواب وأباريق وكأس من معين. لا يصدعون عنها ولا ينزفون. وفاكهة مما يتخيرون. ولحم طير مما يشتهون. وحور عين. كأمثال اللؤلؤ المكنون. جزاء بما كانوا يعملون. لا يسمعون فيها لغوا ولا تأثيما. إلا قيلا سلاما سلاما.,كأمثال اللؤلؤ المكنون
56:27-40_143,ما هو وصف الحور العين؟,وأصحاب اليمين ما أصحاب اليمين. في سدر مخضود. وطلح منضود. وظل ممدود. وماء مسكوب. وفاكهة كثيرة. لا مقطوعة ولا ممنوعة. وفرش مرفوعة. إنا أنشأناهن إنشاء. فجعلناهن أبكارا. عربا أترابا. لأصحاب اليمين. ثلة من الأولين. وثلة من الآخرين.,إنا أنشأناهن إنشاء. فجعلناهن أبكارا. عربا أترابا
2:26-27_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,إن الله لا يستحيي أن يضرب مثلا ما بعوضة فما فوقها فأما الذين آمنوا فيعلمون أنه الحق من ربهم وأما الذين كفروا فيقولون ماذا أراد الله بهذا مثلا يضل به كثيرا ويهدي به كثيرا وما يضل به إلا الفاسقين. الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك هم الخاسرون.,بعوضة
2:49-52_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم. وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون. وإذ واعدنا موسى أربعين ليلة ثم اتخذتم العجل من بعده وأنتم ظالمون. ثم عفونا عنكم من بعد ذلك لعلكم تشكرون.,العجل
2:53-57_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذ آتينا موسى الكتاب والفرقان لعلكم تهتدون. وإذ قال موسى لقومه يا قوم إنكم ظلمتم أنفسكم باتخاذكم العجل فتوبوا إلى بارئكم فاقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم إنه هو التواب الرحيم. وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة وأنتم تنظرون. ثم بعثناكم من بعد موتكم لعلكم تشكرون. وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون.,العجل
2:63-66_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون. ثم توليتم من بعد ذلك فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين. ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين. فجعلناها نكالا لما بين يديها وما خلفها وموعظة للمتقين.,قردة
2:67-73_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة قالوا أتتخذنا هزوا قال أعوذ بالله أن أكون من الجاهلين. قالوا ادع لنا ربك يبين لنا ما هي قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك فافعلوا ما تؤمرون. قالوا ادع لنا ربك يبين لنا ما لونها قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين. قالوا ادع لنا ربك يبين لنا ما هي إن البقر تشابه علينا وإنا إن شاء الله لمهتدون. قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها قالوا الآن جئت بالحق فذبحوها وما كادوا يفعلون. وإذ قتلتم نفسا فادارأتم فيها والله مخرج ما كنتم تكتمون. فقلنا اضربوه ببعضها كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون.,بقرة
2:91-93_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذا قيل لهم آمنوا بما أنزل الله قالوا نؤمن بما أنزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم قل فلم تقتلون أنبياء الله من قبل إن كنتم مؤمنين. ولقد جاءكم موسى بالبينات ثم اتخذتم العجل من بعده وأنتم ظالمون. وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واسمعوا قالوا سمعنا وعصينا وأشربوا في قلوبهم العجل بكفرهم قل بئسما يأمركم به إيمانكم إن كنتم مؤمنين.,العجل
2:172-173_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,يا أيها الذين آمنوا كلوا من طيبات ما رزقناكم واشكروا لله إن كنتم إياه تعبدون. إنما حرم عليكم الميتة والدم ولحم الخنزير وما أهل به لغير الله فمن اضطر غير باغ ولا عاد فلا إثم عليه إن الله غفور رحيم.,الخنزير
2:259-259_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,أو كالذي مر على قرية وهي خاوية على عروشها قال أنى يحيي هذه الله بعد موتها فأماته الله مائة عام ثم بعثه قال كم لبثت قال لبثت يوما أو بعض يوم قال بل لبثت مائة عام فانظر إلى طعامك وشرابك لم يتسنه وانظر إلى حمارك ولنجعلك آية للناس وانظر إلى العظام كيف ننشزها ثم نكسوها لحما فلما تبين له قال أعلم أن الله على كل شيء قدير.,حمار
2:260-260_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذ قال إبراهيم رب أرني كيف تحيي الموتى قال أولم تؤمن قال بلى ولكن ليطمئن قلبي قال فخذ أربعة من الطير فصرهن إليك ثم اجعل على كل جبل منهن جزءا ثم ادعهن يأتينك سعيا واعلم أن الله عزيز حكيم.,الطير
3:14-17_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,زين للناس حب الشهوات من النساء والبنين والقناطير المقنطرة من الذهب والفضة والخيل المسومة والأنعام والحرث ذلك متاع الحياة الدنيا والله عنده حسن المآب. قل أؤنبئكم بخير من ذلكم للذين اتقوا عند ربهم جنات تجري من تحتها الأنهار خالدين فيها وأزواج مطهرة ورضوان من الله والله بصير بالعباد. الذين يقولون ربنا إننا آمنا فاغفر لنا ذنوبنا وقنا عذاب النار. الصابرين والصادقين والقانتين والمنفقين والمستغفرين بالأسحار.,الخيل
